L,TT,TE,EE,BB,PP
224,7.138521307031951e-13,2.4815465303980802e-15,1.229818830815273e-16,2.235504972416937e-18,6.3721098325686974e-24
225,7.072172979587331e-13,2.6623901116369146e-15,1.2560563147113596e-16,2.236739831476202e-18,6.286472086514315e-24
226,7.005992892212952e-13,2.8407708581140904e-15,1.2838876312157982e-16,2.237914769900569e-18,6.202303166583481e-24
227,6.939862909073006e-13,3.0169147165298686e-15,1.3132823637067647e-16,2.23904336140673e-18,6.119598627346822e-24
228,6.873981866343522e-13,3.1906913206649722e-15,1.3441963510533205e-16,2.2401026173310072e-18,6.038305705142128e-24
229,6.808267297839955e-13,3.361939560384769e-15,1.37665818802702e-16,2.2411061472057965e-18,5.958396996617081e-24
230,6.742615885004957e-13,3.530823743398191e-15,1.4106360056672227e-16,2.2420434527792993e-18,5.879857554683144e-24
231,6.677056799929805e-13,3.697280319667548e-15,1.4461690320208277e-16,2.242927858507276e-18,5.802637465392236e-24
232,6.611746057286967e-13,3.8611670816117826e-15,1.483143706546559e-16,2.243748999105962e-18,5.726734718511153e-24
233,6.546615359152769e-13,4.022381790136024e-15,1.5217496361611042e-16,2.2445083994316777e-18,5.6521009856364135e-24
234,6.481484417938091e-13,4.181054768428943e-15,1.5617925988042482e-16,2.2451961201858053e-18,5.5787235742666015e-24
235,6.416632187333334e-13,4.33705192804632e-15,1.6033111876524615e-16,2.2458252307936005e-18,5.5065672891356604e-24
236,6.35186762672492e-13,4.4904352235026644e-15,1.646252515932287e-16,2.2463859076677065e-18,5.435609087078928e-24
237,6.287295677314588e-13,4.641075729424572e-15,1.6906765527918944e-16,2.2468798091087597e-18,5.365837578919896e-24
238,6.222907289139997e-13,4.7890371693487195e-15,1.736607821900682e-16,2.2473085523464127e-18,5.297208365960646e-24
239,6.158792259152509e-13,4.934283130955709e-15,1.7838506402967148e-16,2.247673714672421e-18,5.229700189096096e-24
240,6.094711474054472e-13,5.076616020779614e-15,1.8324544950072663e-16,2.247965971493468e-18,5.163313984017166e-24
241,6.030983105538568e-13,5.216179307396175e-15,1.8825208336074908e-16,2.248187092817205e-18,5.0979965584853694e-24
242,5.967455405762797e-13,5.352952061594141e-15,1.9338696865256545e-16,2.2483388052565827e-18,5.033738980892687e-24
243,5.904119292163866e-13,5.486829824738045e-15,1.986612808391773e-16,2.2484227932112743e-18,4.970521799142005e-24
244,5.840976448984594e-13,5.617932830042376e-15,2.0406268159488525e-16,2.2484407000130122e-18,4.908325983557059e-24
245,5.778038892612825e-13,5.746013099907241e-15,2.0959692868653775e-16,2.2483837039733344e-18,4.8471329161658354e-24
246,5.715390596617188e-13,5.871296565604954e-15,2.1525922764638425e-16,2.2482536228262375e-18,4.786914039646799e-24
247,5.652999955699733e-13,5.993592172176318e-15,2.2103875828827623e-16,2.2480522303425432e-18,4.727651778701724e-24
248,5.590826148913712e-13,6.112959743328837e-15,2.2696877511690893e-16,2.247771082637439e-18,4.6693289333902866e-24
249,5.529001200910577e-13,6.229387110091607e-15,2.329946420487412e-16,2.247422206717934e-18,4.6119185762920544e-24
250,5.467372521677662e-13,6.3427929599821995e-15,2.3915555561880496e-16,2.246997235423505e-18,4.5554244977148136e-24
251,5.406100239992111e-13,6.453297791188709e-15,2.4542090817087254e-16,2.246507947218404e-18,4.499810460221464e-24
252,5.344955037401967e-13,6.5608119043446466e-15,2.518073531938583e-16,2.2459361972995576e-18,4.445060909861831e-24
253,5.284301398567839e-13,6.665258744434351e-15,2.582909126073934e-16,2.2452839792652156e-18,4.391160618238977e-24
254,5.223842398557345e-13,6.7667005229673776e-15,2.6489781204974874e-16,2.2445629402118456e-18,4.338104375309949e-24
255,5.163665675103474e-13,6.865178821225585e-15,2.715947273933845e-16,2.2437651281011e-18,4.2858677277769135e-24
256,5.103827452190801e-13,6.960772674533823e-15,2.7841428985095024e-16,2.242892401056312e-18,4.2344268295856204e-24
257,5.044334779121607e-13,7.052763216195325e-15,2.8531229417670904e-16,2.241946573478909e-18,4.183786853894781e-24
258,4.985109800847167e-13,7.142400695823231e-15,2.9232016118003327e-16,2.2409294171803713e-18,4.133915059695403e-24
259,4.926226284913858e-13,7.228350298635894e-15,2.994198120923449e-16,2.2398333319419194e-18,4.0847982317486434e-24
260,4.867737172373871e-13,7.312068475031649e-15,3.0661036913006165e-16,2.2386602221561856e-18,4.036432683080467e-24
261,4.809519148970275e-13,7.391540591997e-15,3.1388177684405314e-16,2.237411947917237e-18,3.988805518449688e-24
262,4.751562004620087e-13,7.468889650848473e-15,3.2125071343809225e-16,2.23609032615218e-18,3.9418949855423526e-24
263,4.694199669307044e-13,7.543496428465017e-15,3.286953302266521e-16,2.2346971317204688e-18,3.895688912998398e-24
264,4.637028477365044e-13,7.614733816081463e-15,3.3621956848937554e-16,2.233225117370871e-18,3.850175373973652e-24
265,4.580111394970383e-13,7.682011859351961e-15,3.438138677117326e-16,2.2316761795828327e-18,3.80534268040087e-24
266,4.523651018424495e-13,7.747386353967996e-15,3.5149636551163724e-16,2.230061018145496e-18,3.761179377405402e-24
267,4.467448718011479e-13,7.808936158227053e-15,3.5923196156933697e-16,2.228372464762453e-18,3.7176742378708196e-24
268,4.411616738040508e-13,7.868039751241975e-15,3.670502079811149e-16,2.2266035753440215e-18,3.674816257149902e-24
269,4.3560390297123206e-13,7.92409758731978e-15,3.749226761797128e-16,2.224773576528544e-18,3.632585996966201e-24
270,4.300963567732526e-13,7.977172253650303e-15,3.8285525297536037e-16,2.2228582050246107e-18,3.590973073837602e-24
271,4.246196269808031e-13,8.027324992459945e-15,3.9083915246871196e-16,2.2208850649072232e-18,3.5499758314536066e-24
272,4.191920966696077e-13,8.073989581038662e-15,3.988971441280349e-16,2.218830196025202e-18,3.509575639239347e-24
273,4.137946483142106e-13,8.118481543252013e-15,4.0697740653550556e-16,2.216712345840094e-18,3.4697627115644455e-24
274,4.0843956576653773e-13,8.158993382038205e-15,4.151288441386936e-16,2.2145247134487115e-18,3.4305357910537344e-24
275,4.031189042891681e-13,8.197437596042433e-15,4.233045683906525e-16,2.212260705033015e-18,3.391868729205025e-24
276,3.978471318169909e-13,8.232031291446178e-15,4.315231378269044e-16,2.209938583575686e-18,3.353760696139561e-24
277,3.9260320939350195e-13,8.264682270855873e-15,4.397829907114571e-16,2.207543461027278e-18,3.316202639270965e-24
278,3.87405577870849e-13,8.293655549741446e-15,4.480761227763321e-16,2.2050851877923625e-18,3.279185679095125e-24
279,3.822480179658144e-13,8.319510007732234e-15,4.56394752105378e-16,2.202557258065176e-18,3.2426930623343497e-24
280,3.7713007041901225e-13,8.343587748848885e-15,4.647385004278383e-16,2.1999693323830484e-18,3.206716415892855e-24
281,3.720631765963791e-13,8.364180213755999e-15,4.731109608978429e-16,2.1973149495540332e-18,3.171255453915579e-24
282,3.670230196444432e-13,8.381831869445318e-15,4.814888528682024e-16,2.194595713129825e-18,3.1362940748967977e-24
283,3.620320840838781e-13,8.396759660995682e-15,4.898878535830328e-16,2.1918131914140822e-18,3.1018243715293463e-24
284,3.5708504963512335e-13,8.408864369034029e-15,4.983014636647223e-16,2.1889766810720634e-18,3.0678385843984006e-24
285,3.5218059183319423e-13,8.418281205084875e-15,5.067287583675756e-16,2.1860721025873887e-18,3.0343368072346262e-24
286,3.4731358933068596e-13,8.424529643124639e-15,5.151573544374506e-16,2.1831087410959643e-18,3.0012960961107025e-24
287,3.4248741862762943e-13,8.428739233030628e-15,5.235873731859383e-16,2.1800880320871505e-18,2.968709277378525e-24
288,3.377091318577748e-13,8.42989499312088e-15,5.320166676783114e-16,2.177011379788636e-18,2.9365768584960994e-24
289,3.329713365811553e-13,8.428509621106933e-15,5.404394015319914e-16,2.173872660961998e-18,2.904891770993944e-24
290,3.28278749440666e-13,8.424709883437513e-15,5.488454316690599e-16,2.170688264903764e-18,2.8736396306959835e-24
291,3.2363225492851727e-13,8.417436325410584e-15,5.572877463881005e-16,2.1674371685612508e-18,2.842821173176726e-24
292,3.190084720286818e-13,8.408449457028458e-15,5.656842297579529e-16,2.1641356490200596e-18,2.8124223653126374e-24
293,3.1445029539514804e-13,8.396034193821074e-15,5.740075119382006e-16,2.160784961771836e-18,2.7824294954197598e-24
294,3.099248345829543e-13,8.381999575994295e-15,5.823664444693248e-16,2.1573790907024534e-18,2.7528508991988597e-24
295,3.054590828636623e-13,8.364724296713383e-15,5.906532381269926e-16,2.1539193846379183e-18,2.723673044518572e-24
296,3.010249837603307e-13,8.345275380010888e-15,5.989738425818475e-16,2.1504143107352575e-18,2.6948827072009742e-24
297,2.966378208731253e-13,8.323839744786949e-15,6.071701237962945e-16,2.146857917818203e-18,2.666481162071711e-24
298,2.9228707857610246e-13,8.299259782862111e-15,6.153998583169429e-16,2.1432514717263667e-18,2.6384625459805853e-24
299,2.8798703171154807e-13,8.272230234522636e-15,6.236106947704052e-16,2.1395962114090594e-18,2.610814095449845e-24
300,2.8372791326490407e-13,8.24273198072102e-15,6.316987869994956e-16,2.135893349538288e-18,2.583537251589331e-24
301,2.795133411398126e-13,8.211368816113182e-15,6.397690211140705e-16,2.132150985149259e-18,2.556619544382168e-24
302,2.7534820563418403e-13,8.178110939621557e-15,6.477697222662487e-16,2.1283632768458183e-18,2.5300556507396755e-24
303,2.71226348558358e-13,8.14211102794624e-15,6.557522143513776e-16,2.1245245420990018e-18,2.5038403408675036e-24
304,2.6714786571485977e-13,8.103357409755552e-15,6.637163378475781e-16,2.1206495828452187e-18,2.4779752528706495e-24
305,2.631168841718217e-13,8.062848905114787e-15,6.715629760417218e-16,2.1167326239288453e-18,2.4524417405342423e-24
306,2.5912738536124277e-13,8.020220984648248e-15,6.793440791504734e-16,2.112774733680723e-18,2.4272416639011388e-24
307,2.551847974037469e-13,7.974985911274433e-15,6.870531164979834e-16,2.1087703130773736e-18,2.4023767926214855e-24
308,2.5128714053669615e-13,7.928649420533766e-15,6.947999286535893e-16,2.1047337189937117e-18,2.3778290027082396e-24
309,2.474396954779494e-13,7.879333456933297e-15,7.023799622905285e-16,2.100659265633989e-18,2.3536002738973355e-24
310,2.4363130863688947e-13,7.828532159205749e-15,7.098480900923146e-16,2.096547934616483e-18,2.329685978381378e-24
311,2.398718274008249e-13,7.775305834771918e-15,7.173549289924653e-16,2.0923942116974264e-18,2.3060750921818228e-24
312,2.3616054827000637e-13,7.720604850758057e-15,7.246998241372572e-16,2.088212030098406e-18,2.282769702441942e-24
313,2.324910259813757e-13,7.663629542522058e-15,7.319813069698837e-16,2.0839957941783866e-18,2.2597654130664792e-24
314,2.288690427239414e-13,7.605252364231669e-15,7.392001397937039e-16,2.0797464062872848e-18,2.2370515501167138e-24
315,2.252920233802185e-13,7.544682779190679e-15,7.462687021565337e-16,2.0754584378145953e-18,2.214630298024255e-24
316,2.2176121556309648e-13,7.482342124480422e-15,7.532772194629489e-16,2.0711454183112044e-18,2.192491206508202e-24
317,2.1827409037779975e-13,7.418267421627609e-15,7.601391426473487e-16,2.0668080756590955e-18,2.170630286302996e-24
318,2.148318932053795e-13,7.35255691192373e-15,7.669868856963074e-16,2.0624347347101384e-18,2.149049808679105e-24
319,2.1143767970466117e-13,7.285245032893571e-15,7.736848976847104e-16,2.058032480528271e-18,2.127739645108805e-24
320,2.080901423666912e-13,7.216732563392348e-15,7.802906286121145e-16,2.053608225808038e-18,2.10669600353488e-24
321,2.0478556907024708e-13,7.14619474784471e-15,7.868418820856076e-16,2.0491565572256964e-18,2.0859151547301128e-24
322,2.015263754255931e-13,7.074156455256643e-15,7.932003419488995e-16,2.0446842804236183e-18,2.065393431081284e-24
323,1.9831311130641313e-13,7.000649516375742e-15,7.994712688899653e-16,2.040186028377864e-18,2.045127225400194e-24
324,1.9514392110452292e-13,6.925168125032816e-15,8.056857512838781e-16,2.035662535461981e-18,2.025118956698651e-24
325,1.9202410594287398e-13,6.8491760629296745e-15,8.116369112894879e-16,2.031120451300695e-18,2.005353164694093e-24
326,1.8894291833136565e-13,6.770918730726152e-15,8.175885693515216e-16,2.026560371618604e-18,1.9858265264206546e-24
327,1.8590861337398894e-13,6.691730603780899e-15,8.233997885631024e-16,2.021982879690459e-18,1.9665474890719015e-24
328,1.8292167188630184e-13,6.611574783164582e-15,8.290436866595675e-16,2.017382724100733e-18,1.9475009778104508e-24
329,1.7997561318128075e-13,6.529720900884891e-15,8.346040057795928e-16,2.0127721443270064e-18,1.9286896175442748e-24
330,1.770750372810524e-13,6.446549275616737e-15,8.399899148922646e-16,2.0081400775088613e-18,1.9101101919417514e-24
331,1.7422328537945625e-13,6.362545599160488e-15,8.452557208000464e-16,2.0034985989002764e-18,1.8917538188948914e-24
332,1.7141167861787879e-13,6.277729377248245e-15,8.504373947872989e-16,1.9988481294706014e-18,1.873623171025655e-24
333,1.68643039204517e-13,6.19172429216166e-15,8.554570749320257e-16,1.994177782663856e-18,1.8557038851889086e-24
334,1.6592124074647887e-13,6.104500030144592e-15,8.603623087707558e-16,1.9895050103762992e-18,1.8380099945419164e-24
335,1.6323777947309354e-13,6.016138767471456e-15,8.65065559189974e-16,1.9848189407194788e-18,1.820521683126891e-24
336,1.6059988557520353e-13,5.927053795756326e-15,8.69658945587573e-16,1.980131155942155e-18,1.8032473262500508e-24
337,1.5800689151584323e-13,5.836435199170812e-15,8.741331382398134e-16,1.9754309011001645e-18,1.786178530984434e-24
338,1.554537538821404e-13,5.745521172002195e-15,8.784242033894611e-16,1.9707296095169024e-18,1.769318047201088e-24
339,1.5294917154184435e-13,5.653558460936967e-15,8.826441660824879e-16,1.96602209285062e-18,1.7526521847226343e-24
340,1.504832093951193e-13,5.561328930677671e-15,8.866748297943536e-16,1.9613087039296673e-18,1.7361838110147575e-24
341,1.4805585751614562e-13,5.467710587062712e-15,8.905246861001473e-16,1.9566005632698526e-18,1.719910318791955e-24
342,1.45674065365705e-13,5.373428752165816e-15,8.943145288253405e-16,1.9518871076761133e-18,1.7038291413776282e-24
343,1.4333396667380908e-13,5.278590285690545e-15,8.978801310253844e-16,1.9471793194526704e-18,1.6879377519655326e-24
344,1.410381332855276e-13,5.183156692467362e-15,9.013152027475468e-16,1.942472044106352e-18,1.67223366289665e-24
345,1.3877854614641373e-13,5.087164114050178e-15,9.045744557091737e-16,1.937770772996835e-18,1.6567091613293566e-24
346,1.3656254317840058e-13,4.991003781544868e-15,9.07739257597604e-16,1.9330704042627935e-18,1.6413671600871263e-24
347,1.343858429570214e-13,4.893918485334242e-15,9.106966043711404e-16,1.9283763591455065e-18,1.626205283978105e-24
348,1.3225046596072202e-13,4.7963117087490375e-15,9.13491293363004e-16,1.92369393452795e-18,1.6112160208345125e-24
349,1.3015375317972521e-13,4.698197160276209e-15,9.1616197452022e-16,1.919018017945233e-18,1.5964023001548148e-24
350,1.2809719378637237e-13,4.599961646707505e-15,9.186287988548147e-16,1.9143487268387445e-18,1.5817567387715231e-24
351,1.2608935899438403e-13,4.5012458416505616e-15,9.209815642931965e-16,1.909691260806849e-18,1.5672771897250245e-24
352,1.2410979901243e-13,4.402057595592873e-15,9.23176580588346e-16,1.905050700970135e-18,1.55296659511746e-24
353,1.2217321524216243e-13,4.3031538111721714e-15,9.251812119500051e-16,1.9004169282557123e-18,1.5388177584671952e-24
354,1.2027147621298524e-13,4.203424471830327e-15,9.270385693493412e-16,1.8958000490101442e-18,1.5248336288328516e-24
355,1.1841204125274495e-13,4.103633936123252e-15,9.287460680990697e-16,1.89119999850442e-18,1.511007130320659e-24
356,1.165898397217891e-13,4.00414389499675e-15,9.30306139146308e-16,1.8866117680562974e-18,1.4973313300486901e-24
357,1.1480482650844292e-13,3.904231317136226e-15,9.316916760481818e-16,1.8820452078981676e-18,1.4838141838282687e-24
358,1.1305988731067621e-13,3.804636340496495e-15,9.328615237661879e-16,1.877490392449496e-18,1.470453678509108e-24
359,1.1134714463586778e-13,3.7046290639852454e-15,9.3389699905808e-16,1.8729619228929565e-18,1.4572381076637446e-24
360,1.0967339598279936e-13,3.604772094943845e-15,9.347954465439214e-16,1.868449902219503e-18,1.4441705139445266e-24
361,1.0803470808165154e-13,3.504841557909229e-15,9.355254338891983e-16,1.8639590737072243e-18,1.4312538594541205e-24
362,1.0643392489320424e-13,3.4049962365326635e-15,9.36094486041563e-16,1.859489293091399e-18,1.4184766829844823e-24
363,1.0486716736235842e-13,3.3053391238261698e-15,9.36533754032638e-16,1.855045172586958e-18,1.4058467824487535e-24
364,1.0333725887940774e-13,3.205701384602985e-15,9.367413036957781e-16,1.8506217630630106e-18,1.3933528555389238e-24
365,1.0184037339568693e-13,3.1063646739874463e-15,9.368290906694053e-16,1.8462283312665965e-18,1.3810026471028403e-24
366,1.0037884598708086e-13,3.0071881901130795e-15,9.367616420252013e-16,1.841855229279326e-18,1.3687850102005502e-24
367,9.895309712019337e-14,2.9082807361962254e-15,9.364717006560987e-16,1.8375069731010943e-18,1.3567029842917146e-24
368,9.755520630261836e-14,2.809711725889514e-15,9.360693098255803e-16,1.833187979027385e-18,1.3447549041585576e-24
369,9.619859060286953e-14,2.7113741702847494e-15,9.35519489342553e-16,1.8288979636277246e-18,1.3329391286687874e-24
370,9.487257365914714e-14,2.613515805852262e-15,9.347926003817719e-16,1.8246320697794896e-18,1.3212494631232103e-24
371,9.357626565759597e-14,2.5159556260352758e-15,9.338915227895857e-16,1.82039464756854e-18,1.3096934924490688e-24
372,9.231286862600086e-14,2.4188968359997444e-15,9.328462593157378e-16,1.816189951695208e-18,1.2982605150837557e-24
373,9.108236073636162e-14,2.322204971819396e-15,9.316366418036077e-16,1.812013135379225e-18,1.2869490548964543e-24
374,8.988337381357305e-14,2.2260485545301554e-15,9.302922245721049e-16,1.8078684124172347e-18,1.2757666167026958e-24
375,8.871278352964574e-14,2.130414241994566e-15,9.28779560875328e-16,1.8037554484181127e-18,1.2647027106600271e-24
376,8.757683747826687e-14,2.0353066599480036e-15,9.27141277958787e-16,1.799673913369707e-18,1.2537559236391547e-24
377,8.647106687643802e-14,1.9408449280090737e-15,9.25308888391537e-16,1.7956234815699243e-18,1.2429292715042502e-24
378,8.539284868728531e-14,1.8469000024577964e-15,9.23320620118372e-16,1.7916038315590793e-18,1.2322213108495308e-24
379,8.434397529868921e-14,1.753659618108903e-15,9.212139124585561e-16,1.7876190087706765e-18,1.221626255929657e-24
380,8.332793510574236e-14,1.6610210971611514e-15,9.189820333658796e-16,1.7836686313276125e-18,1.2111427724628799e-24
381,8.23377800024616e-14,1.5691083429448e-15,9.16475937434661e-16,1.7797523224786897e-18,1.2007738618956443e-24
382,8.137271669098196e-14,1.4779438467007583e-15,9.139190341035778e-16,1.7758697105169856e-18,1.190513864728575e-24
383,8.043922899991945e-14,1.3874555838542879e-15,9.111840539811682e-16,1.772020428699722e-18,1.1803657743866645e-24
384,7.95364390092075e-14,1.297793965193173e-15,9.082781260506432e-16,1.7682083651596773e-18,1.1703240132733696e-24
385,7.865502850556183e-14,1.2088948311091076e-15,9.052970332808022e-16,1.7644288688164367e-18,1.1603873383231097e-24
386,7.780353513583687e-14,1.1208340838262272e-15,9.021453169894006e-16,1.760685793985006e-18,1.1505587297446364e-24
387,7.697525482614933e-14,1.0336106797479628e-15,8.988257348043298e-16,1.75698291290731e-18,1.140832729024162e-24
388,7.61736100159693e-14,9.472693222533376e-16,8.953784675280352e-16,1.7533114285776032e-18,1.1312081442378935e-24
